petition_id,granularity,site_id,site_name,parent_operator,lifecycle_status
490818132,city,150,"PowerHouse: Joliet Technology Center (Will County, IL)",PowerHouse Data Centers,approved
491065458,county,,,,
490937048,county,,,,
491293194,city,,,,
491373060,city,,,,
490871970,city,424,"Google: Sand Springs (Tulsa County, OK)",Google,approved
490692250,county,599,Corscale Gainesville Crossing Campus,Corscale Data Centers,operational
491043597,city,,,,
491349907,city,,,,
491298130,city,,,,
491359194,city,390,Project Fighting Pike (Williston),,under_construction
490968898,county,805,"Cloverleaf: Madison County (Madison County, IL)",Cloverleaf,proposed
491029572,city,,,,
491370615,city,195,"Cloverleaf: Project Bluestem (Leavenworth County, KS)",Cloverleaf,proposed
491321423,city,,,,
491052328,city,,,,
491411272,city,,,,
490825666,city,467,Springdale DC (former Cheswick coal plant),,approved
491237975,city,,,,
491104613,city,,,,
491226150,city,462,Project Green,,approved
490957765,county,680,"Google: Scioto County (Scioto County, OH)",Google,approved
491319475,county,611,"TA Realty: Leesburg Campus (Loudoun County, VA)",,under_construction
491306402,city,,,,
491400025,city,29,"Arizona Land Consulting: Hassayampa Ranch Campus (Maricopa County, AZ)",,approved
491216109,county,379,"WhiteFiber: NC-1 (Rockingham County, NC)",Bit Digital,under_construction
490821841,city,,,,
491221655,city,,,,
491416699,county,518,"Oracle: Jailhouse Studios (Hamilton County, TN)",Oracle,approved
491226150,city,470,"Cornell Realty Management: Wildcat Ridge (Lackawanna County, PA)",Cornell Realty Management,proposed
491309993,county,,,,
491113681,city,,,,
491295806,city,278,Edged Kansas City,Edged,operational
491367600,city,,,,
490922661,county,96,Sentinel Grove Technology Park (Fort Pierce),,cancelled
491319599,city,,,,
490953538,county,,,,
491340592,county,103,"CyrusOne: Douglasville (Douglas County, GA)",CyrusOne,cancelled
490891357,city,,,,
491415879,city,,,,
490783209,city,,,,
490837564,county,275,"AWS: Project Green (Montgomery County, MO)",AWS,approved
491295806,city,285,"Nebius: Independence Campus (Jackson County, MO)",Nebius,under_construction
491094054,county,,,,
491204473,city,,,,
491295806,city,279,"Google: Project Shale (Jackson County, MO)",Google,under_construction
491203331,county,429,"Beale: Project Clydesdale (Tulsa County, OK)",Beale,under_construction
491353135,county,165,"CoreWeave: Hammond (Lake County, IN)",CoreWeave,approved
491054381,city,,,,
490773625,city,881,"Google: Project Skyway (Goodhue County, MN)",Google,approved
491316359,county,86,"Cielo Digital: Haines City Campus (Polk County, FL)",Cielo Digital Infrastructure,proposed
491035981,county,613,"BlackChamber: Tuscarora Crossing (Loudoun County, VA)",BlackChamber Group,approved
491049046,county,,,,
491389784,county,,,,
491392763,county,,,,
491229535,county,433,"Aligned: Hillsboro Campus (Washington County, OR)",Aligned,proposed
491229535,county,441,"QTS: Hillsboro Campus Expansion (Washington County, OR)",QTS,operational
491189620,city,,,,
490773625,city,266,"Google: Project Skyway (Goodhue County, MN)",Google,approved
490959622,city,,,,
491204102,county,779,"Pronghorn Development: Antelope Data Campus (Iron County, UT)",,approved
490918520,city,293,"Atlas Power: Butte Campus (Silver Bow County, MT)",Atlas Power Group,operational
490692250,county,595,"AWS: Devlin Technology Park (Prince William County, VA)",AWS,proposed
491257310,county,194,Osawatomie Data Center Campus,,proposed
491297005,city,271,Clarksdale Data Center (Project Name Undisclosed),,proposed
491393170,county,,,,
491401682,county,117,"QTS: Blakely (Early County, GA)",QTS,proposed
491179240,county,226,"AWS: Calvert Technology Center (Calvert County, MD)",AWS,proposed
491382796,city,,,,
491331574,city,,,,
491289768,county,831,"Nadara: Gans Campus (Fayette, PA)",,proposed
490839340,city,166,"Google: Project Zodiac Expansion (Allen County, IN)",Google,approved
491323499,city,,,,
491303038,city,,,,
491064660,city,,,,
491318208,city,,,,
490918520,city,295,"Hyperscale Data: Sentinum Montana Facility (Silver Bow County, MT)",Hyperscale Data,operational
490908362,city,805,"Cloverleaf: Madison County (Madison County, IL)",Cloverleaf,proposed
490971580,city,,,,
491336903,city,,,,
491375637,city,,,,
491064093,city,283,"Metrobloks: Liberty Campus (Clay County, MO)",Metrobloks,approved
491358964,city,,,,
491154585,county,,,,
490867173,city,,,,
491306566,county,,,,
491372429,county,,,,
490883634,county,115,Project Springbank,,cancelled
